Date,State,Number of Confirmed Cases,Number of Death Cases
2/18/22,New Jersey,2155400,32647
2/19/22,New Jersey,2155400,32647
2/20/22,New Jersey,2155400,32647
2/21/22,New Jersey,2158820,32711
2/22/22,New Jersey,2160023,32731
2/23/22,New Jersey,2161190,32800
2/24/22,New Jersey,2161190,32800
2/25/22,New Jersey,2164368,32857
2/26/22,New Jersey,2165484,32888
2/27/22,New Jersey,2166758,32894
2/28/22,New Jersey,2167515,32915
3/1/22,New Jersey,2168631,32951
3/2/22,New Jersey,2170061,32966
3/3/22,New Jersey,2171339,32982
3/4/22,New Jersey,2172771,32999
3/5/22,New Jersey,2173813,33005
3/6/22,New Jersey,2174473,33011
3/7/22,New Jersey,2175439,33027
3/8/22,New Jersey,2176633,33050
3/9/22,New Jersey,2177598,33054
3/10/22,New Jersey,2178976,33067
3/11/22,New Jersey,2180216,33087
3/12/22,New Jersey,2180930,33102
3/13/22,New Jersey,2181398,33106
3/14/22,New Jersey,2181828,33114
3/15/22,New Jersey,2182557,33126
3/16/22,New Jersey,2184240,33136
3/17/22,New Jersey,2185323,33149
3/18/22,New Jersey,2186846,33155
3/19/22,New Jersey,2187715,33167
3/20/22,New Jersey,2188228,33169
3/21/22,New Jersey,2188780,33178
3/22/22,New Jersey,2189639,33186
3/23/22,New Jersey,2190743,33192
3/24/22,New Jersey,2192294,33195
3/25/22,New Jersey,2193470,33203
3/26/22,New Jersey,2194379,33210
3/27/22,New Jersey,2195320,33211
3/28/22,New Jersey,2195963,33217
3/29/22,New Jersey,2196970,33225
3/30/22,New Jersey,2198339,33230
3/31/22,New Jersey,2199807,33232
4/1/22,New Jersey,2201324,33238
4/2/22,New Jersey,2202817,33245
4/3/22,New Jersey,2202817,33245
4/4/22,New Jersey,2204645,33259
4/5/22,New Jersey,2206255,33264
4/6/22,New Jersey,2208118,33278
4/7/22,New Jersey,2210227,33289
4/8/22,New Jersey,2212245,33294
4/9/22,New Jersey,2213874,33298
4/10/22,New Jersey,2215685,33298
4/11/22,New Jersey,2216804,33308
4/12/22,New Jersey,2218786,33306
4/13/22,New Jersey,2221058,33315
4/14/22,New Jersey,2223788,33322
4/15/22,New Jersey,2226164,33334
4/16/22,New Jersey,2228327,33337
4/17/22,New Jersey,2229976,33336
4/18/22,New Jersey,2229976,33336
4/19/22,New Jersey,2232789,33349
4/20/22,New Jersey,2235034,33356
4/21/22,New Jersey,2237831,33363
4/22/22,New Jersey,2240701,33371
4/23/22,New Jersey,2243233,33374
4/24/22,New Jersey,2244918,33376
4/25/22,New Jersey,2246233,33395
4/26/22,New Jersey,2248959,33407
4/27/22,New Jersey,2252044,33416
4/28/22,New Jersey,2255205,33423
4/29/22,New Jersey,2258440,33425
4/30/22,New Jersey,2261694,33429
5/1/22,New Jersey,2263991,33430
5/2/22,New Jersey,2267006,33444
5/3/22,New Jersey,2269649,33455
5/4/22,New Jersey,2273050,33467
5/5/22,New Jersey,2277389,33474
5/6/22,New Jersey,2281655,33482
5/7/22,New Jersey,2285641,33487
5/8/22,New Jersey,2288950,33488
5/9/22,New Jersey,2291089,33495
5/10/22,New Jersey,2295482,33503
5/11/22,New Jersey,2300407,33517
5/12/22,New Jersey,2306574,33529
5/13/22,New Jersey,2313062,33537
5/14/22,New Jersey,2318229,33543
5/15/22,New Jersey,2322204,33545
5/16/22,New Jersey,2325525,33553
5/17/22,New Jersey,2330144,33571
5/18/22,New Jersey,2335255,33586
5/19/22,New Jersey,2341250,33595
5/20/22,New Jersey,2347382,33603
5/21/22,New Jersey,2352650,33610
5/22/22,New Jersey,2356577,33610
5/23/22,New Jersey,2359532,33619
5/24/22,New Jersey,2365656,33640
5/25/22,New Jersey,2370508,33651
5/26/22,New Jersey,2375979,33665
5/27/22,New Jersey,2381173,33678
5/28/22,New Jersey,2385951,33693
5/29/22,New Jersey,2385951,33693
5/30/22,New Jersey,2392171,33696
5/31/22,New Jersey,2394595,33702
6/1/22,New Jersey,2398157,33727
6/2/22,New Jersey,2402892,33742
6/3/22,New Jersey,2407649,33755
6/4/22,New Jersey,2412005,33760
6/5/22,New Jersey,2415000,33764
6/6/22,New Jersey,2417401,33773
6/7/22,New Jersey,2421092,33792
6/8/22,New Jersey,2424606,33811
6/9/22,New Jersey,2428347,33821
6/10/22,New Jersey,2432023,33831
6/11/22,New Jersey,2435303,33851
6/12/22,New Jersey,2437531,33852
6/13/22,New Jersey,2438510,33859
6/14/22,New Jersey,2441637,33879
6/15/22,New Jersey,2444707,33896
6/16/22,New Jersey,2447904,33912
6/17/22,New Jersey,2451377,33920
6/18/22,New Jersey,2453982,33926
6/19/22,New Jersey,2456359,33929
6/20/22,New Jersey,2457797,33939
6/21/22,New Jersey,2460655,33949
6/22/22,New Jersey,2464207,33966
6/23/22,New Jersey,2467432,33980
6/24/22,New Jersey,2470738,33994
6/25/22,New Jersey,2473956,34001
6/26/22,New Jersey,2476558,34003
6/27/22,New Jersey,2478067,34007
6/28/22,New Jersey,2481696,34023
6/29/22,New Jersey,2484840,34036
6/30/22,New Jersey,2488751,34049
7/1/22,New Jersey,2492366,34057
7/2/22,New Jersey,2495905,34064
7/3/22,New Jersey,2495905,34064
7/4/22,New Jersey,2500418,34065
7/5/22,New Jersey,2502617,34066
7/6/22,New Jersey,2505692,34083
7/7/22,New Jersey,2509617,34091
7/8/22,New Jersey,2514115,34099
7/9/22,New Jersey,2517834,34107
7/10/22,New Jersey,2520736,34109
7/11/22,New Jersey,2522649,34112
7/12/22,New Jersey,2527086,34126
7/13/22,New Jersey,2530796,34133
7/14/22,New Jersey,2535067,34145
7/15/22,New Jersey,2539038,34152
7/16/22,New Jersey,2542826,34159
7/17/22,New Jersey,2545959,34159
7/18/22,New Jersey,2548015,34163
7/19/22,New Jersey,2552342,34174
7/20/22,New Jersey,2556303,34189
7/21/22,New Jersey,2560841,34196
7/22/22,New Jersey,2565176,34206
7/23/22,New Jersey,2569202,34217
7/24/22,New Jersey,2572621,34218
7/25/22,New Jersey,2574316,34222
7/26/22,New Jersey,2577745,34240
7/27/22,New Jersey,2582493,34253
7/28/22,New Jersey,2587104,34256
7/29/22,New Jersey,2591186,34266
7/30/22,New Jersey,2595210,34266
7/31/22,New Jersey,2597675,34266
8/1/22,New Jersey,2599211,34270
8/2/22,New Jersey,2602776,34290
8/3/22,New Jersey,2606229,34307
8/4/22,New Jersey,2609923,34320
8/5/22,New Jersey,2613856,34326
8/6/22,New Jersey,2617438,34335
8/7/22,New Jersey,2620049,34337
8/8/22,New Jersey,2621249,34343
8/9/22,New Jersey,2624713,34346
8/10/22,New Jersey,2627779,34375
8/11/22,New Jersey,2631275,34385
8/12/22,New Jersey,2634282,34396
8/13/22,New Jersey,2637379,34402
8/14/22,New Jersey,2639310,34404
8/15/22,New Jersey,2640445,34404
8/16/22,New Jersey,2643340,34414
8/17/22,New Jersey,2645729,34425
8/18/22,New Jersey,2648876,34440
8/19/22,New Jersey,2651571,34447
8/20/22,New Jersey,2654188,34456
8/21/22,New Jersey,2656123,34461
8/22/22,New Jersey,2656736,34467
8/23/22,New Jersey,2659686,34480
8/24/22,New Jersey,2661873,34497
8/25/22,New Jersey,2664507,34512
8/26/22,New Jersey,2666991,34520
8/27/22,New Jersey,2669786,34529
8/28/22,New Jersey,2671559,34529
8/29/22,New Jersey,2673004,34532
8/30/22,New Jersey,2674635,34545
8/31/22,New Jersey,2676932,34562
9/1/22,New Jersey,2679272,34567
9/2/22,New Jersey,2681396,34577
9/3/22,New Jersey,2683484,34583
9/4/22,New Jersey,2685083,34583
9/5/22,New Jersey,2685719,34583
9/6/22,New Jersey,2687445,34584
9/7/22,New Jersey,2689371,34601
9/8/22,New Jersey,2691552,34608
9/9/22,New Jersey,2694047,34619
9/10/22,New Jersey,2696672,34623
9/11/22,New Jersey,2698100,34627
9/12/22,New Jersey,2698753,34632
9/13/22,New Jersey,2701029,34642
9/14/22,New Jersey,2703340,34650
9/15/22,New Jersey,2706107,34658
9/16/22,New Jersey,2708594,34663
9/17/22,New Jersey,2710687,34668
9/18/22,New Jersey,2712160,34672
9/19/22,New Jersey,2712623,34679
9/20/22,New Jersey,2715620,34689
9/21/22,New Jersey,2719358,34694
9/22/22,New Jersey,2722301,34700
9/23/22,New Jersey,2725389,34706
9/24/22,New Jersey,2728194,34715
9/25/22,New Jersey,2729699,34716
9/26/22,New Jersey,2730620,34719
9/27/22,New Jersey,2733220,34725
9/28/22,New Jersey,2735732,34731
9/29/22,New Jersey,2738380,34738
9/30/22,New Jersey,2740904,34744
10/1/22,New Jersey,2743339,34750
10/2/22,New Jersey,2745092,34750
10/3/22,New Jersey,2746256,34754
10/4/22,New Jersey,2748202,34759
10/5/22,New Jersey,2750373,34766
10/6/22,New Jersey,2752708,34772
10/7/22,New Jersey,2755010,34778
10/8/22,New Jersey,2757305,34789
10/9/22,New Jersey,2758726,34791
10/10/22,New Jersey,2759767,34792
10/11/22,New Jersey,2761439,34792
10/12/22,New Jersey,2763340,34805
10/13/22,New Jersey,2765472,34810
10/14/22,New Jersey,2767410,34815
10/15/22,New Jersey,2769419,34822
10/16/22,New Jersey,2770918,34822
10/17/22,New Jersey,2772017,34824
10/18/22,New Jersey,2773961,34834
10/19/22,New Jersey,2775804,34845
10/20/22,New Jersey,2777968,34852
10/21/22,New Jersey,2780054,34858
10/22/22,New Jersey,2781700,34860
10/23/22,New Jersey,2782828,34860
10/24/22,New Jersey,2783731,34862
10/25/22,New Jersey,2785472,34864
10/26/22,New Jersey,2787227,34877
10/27/22,New Jersey,2789256,34889
10/28/22,New Jersey,2791469,34896
10/29/22,New Jersey,2795396,34904
10/30/22,New Jersey,2795176,34904
10/31/22,New Jersey,2797829,34905
11/1/22,New Jersey,2799399,34911
11/2/22,New Jersey,2801506,34920
11/3/22,New Jersey,2803898,34926
11/4/22,New Jersey,2805871,34931
11/5/22,New Jersey,2805871,34931
11/6/22,New Jersey,2809400,34938
11/7/22,New Jersey,2810073,34940
11/8/22,New Jersey,2811812,34952
11/9/22,New Jersey,2813645,34958
11/10/22,New Jersey,2815780,34972
11/11/22,New Jersey,2817595,34986
11/12/22,New Jersey,2817595,34986
11/13/22,New Jersey,2817595,34986
11/14/22,New Jersey,2820621,34988
11/15/22,New Jersey,2822424,35003
11/16/22,New Jersey,2824396,35017
11/17/22,New Jersey,2826653,35030
11/18/22,New Jersey,2828391,35044
11/19/22,New Jersey,2828391,35044
11/20/22,New Jersey,2828391,35044
11/21/22,New Jersey,2832392,35050
11/22/22,New Jersey,2834045,35065
11/23/22,New Jersey,2835549,35079
11/24/22,New Jersey,2835549,35079
11/25/22,New Jersey,2835549,35079
11/26/22,New Jersey,2835549,35079
11/27/22,New Jersey,2835549,35079
11/28/22,New Jersey,2843317,35093
11/29/22,New Jersey,2845600,35110
11/30/22,New Jersey,2848609,35129
12/1/22,New Jersey,2879631,35144
12/2/22,New Jersey,2857510,35161
12/3/22,New Jersey,2857510,35161
12/4/22,New Jersey,2857510,35161
12/5/22,New Jersey,2859446,35169
12/6/22,New Jersey,2861857,35186
12/7/22,New Jersey,2864908,35203
12/8/22,New Jersey,2867918,35213
1/22/20,New Mexico,0,0
1/23/20,New Mexico,0,0
1/24/20,New Mexico,0,0
1/25/20,New Mexico,0,0
1/26/20,New Mexico,0,0
1/27/20,New Mexico,0,0
1/28/20,New Mexico,0,0
1/29/20,New Mexico,0,0
1/30/20,New Mexico,0,0
1/31/20,New Mexico,0,0
2/1/20,New Mexico,0,0
2/2/20,New Mexico,0,0
2/3/20,New Mexico,0,0
2/4/20,New Mexico,0,0
2/5/20,New Mexico,0,0
2/6/20,New Mexico,0,0
2/7/20,New Mexico,0,0
2/8/20,New Mexico,0,0
2/9/20,New Mexico,0,0
2/10/20,New Mexico,0,0
2/11/20,New Mexico,0,0
2/12/20,New Mexico,0,0
2/13/20,New Mexico,0,0
2/14/20,New Mexico,0,0
2/15/20,New Mexico,0,0
2/16/20,New Mexico,0,0
2/17/20,New Mexico,0,0
2/18/20,New Mexico,0,0
2/19/20,New Mexico,0,0
2/20/20,New Mexico,0,0
2/21/20,New Mexico,0,0
2/22/20,New Mexico,0,0
2/23/20,New Mexico,0,0
2/24/20,New Mexico,0,0
2/25/20,New Mexico,0,0
2/26/20,New Mexico,0,0
2/27/20,New Mexico,0,0
2/28/20,New Mexico,0,0
2/29/20,New Mexico,0,0
3/1/20,New Mexico,0,0
3/2/20,New Mexico,0,0
3/3/20,New Mexico,0,0
3/4/20,New Mexico,0,0
3/5/20,New Mexico,0,0
3/6/20,New Mexico,0,0
3/7/20,New Mexico,0,0
3/8/20,New Mexico,0,0
3/9/20,New Mexico,0,0
3/10/20,New Mexico,0,0
3/11/20,New Mexico,3,0
3/12/20,New Mexico,5,0
3/13/20,New Mexico,10,0
3/14/20,New Mexico,13,0
3/15/20,New Mexico,13,0
3/16/20,New Mexico,21,0
3/17/20,New Mexico,23,0
3/18/20,New Mexico,28,0
3/19/20,New Mexico,35,0
3/20/20,New Mexico,42,0
3/21/20,New Mexico,55,0
3/22/20,New Mexico,57,0
3/23/20,New Mexico,83,0
3/24/20,New Mexico,100,0
3/25/20,New Mexico,113,1
3/26/20,New Mexico,113,1
3/27/20,New Mexico,136,1
3/28/20,New Mexico,208,1
3/29/20,New Mexico,237,2
3/30/20,New Mexico,237,2
3/31/20,New Mexico,315,4
4/1/20,New Mexico,327,5
4/2/20,New Mexico,373,6
4/3/20,New Mexico,490,10
4/4/20,New Mexico,506,11
4/5/20,New Mexico,624,12
4/6/20,New Mexico,686,12
4/7/20,New Mexico,794,13
4/8/20,New Mexico,821,13
4/9/20,New Mexico,865,16
4/10/20,New Mexico,1081,17
4/11/20,New Mexico,1091,19
4/12/20,New Mexico,1245,26
4/13/20,New Mexico,1262,26
4/14/20,New Mexico,1345,31
4/15/20,New Mexico,1484,36
4/16/20,New Mexico,1484,36
4/17/20,New Mexico,1597,44
4/18/20,New Mexico,1798,53
4/19/20,New Mexico,1845,55
4/20/20,New Mexico,1971,58
4/21/20,New Mexico,1971,58
4/22/20,New Mexico,2210,71
4/23/20,New Mexico,2379,78
4/24/20,New Mexico,2521,84
4/25/20,New Mexico,2660,93
4/26/20,New Mexico,2726,99
4/27/20,New Mexico,2825,99
4/28/20,New Mexico,2974,105
4/29/20,New Mexico,3213,112
4/30/20,New Mexico,3411,123
5/1/20,New Mexico,3513,131
5/2/20,New Mexico,3732,138
5/3/20,New Mexico,3850,151
5/4/20,New Mexico,4031,156
5/5/20,New Mexico,4138,162
5/6/20,New Mexico,4291,169
5/7/20,New Mexico,4493,172
5/8/20,New Mexico,4673,181
5/9/20,New Mexico,4778,191
5/10/20,New Mexico,4863,200
5/11/20,New Mexico,5069,208
5/12/20,New Mexico,5212,219
5/13/20,New Mexico,5364,231
5/14/20,New Mexico,5503,242
5/15/20,New Mexico,5662,253
5/16/20,New Mexico,5847,259
5/17/20,New Mexico,5938,265
5/18/20,New Mexico,6096,270
5/19/20,New Mexico,6192,276
5/20/20,New Mexico,6317,283
5/21/20,New Mexico,6472,294
5/22/20,New Mexico,6625,302
5/23/20,New Mexico,6625,308
5/24/20,New Mexico,6943,317
5/25/20,New Mexico,7026,320
5/26/20,New Mexico,7130,325
5/27/20,New Mexico,7252,329
5/28/20,New Mexico,7364,335
5/29/20,New Mexico,7493,344
5/30/20,New Mexico,7624,351
5/31/20,New Mexico,7689,356
6/1/20,New Mexico,7800,362
6/2/20,New Mexico,8024,367
6/3/20,New Mexico,8140,375
6/4/20,New Mexico,8353,383
6/5/20,New Mexico,8672,387
6/6/20,New Mexico,8800,392
6/7/20,New Mexico,8940,396
6/8/20,New Mexico,9062,400
6/9/20,New Mexico,9105,404
6/10/20,New Mexico,9250,410
6/11/20,New Mexico,9367,420
6/12/20,New Mexico,9526,420
6/13/20,New Mexico,9621,431
6/14/20,New Mexico,9723,435
6/15/20,New Mexico,9845,440
6/16/20,New Mexico,9933,447
6/17/20,New Mexico,10065,452
6/18/20,New Mexico,10153,456
6/19/20,New Mexico,10260,464
6/20/20,New Mexico,10430,466
6/21/20,New Mexico,10565,469
6/22/20,New Mexico,10694,469
6/23/20,New Mexico,10838,476
6/24/20,New Mexico,10990,480
6/25/20,New Mexico,11192,485
6/26/20,New Mexico,11408,489
6/27/20,New Mexico,11619,491
6/28/20,New Mexico,11809,492
6/29/20,New Mexico,11982,493
6/30/20,New Mexico,12147,497
7/1/20,New Mexico,12276,500
7/2/20,New Mexico,12520,503
7/3/20,New Mexico,12776,511
7/4/20,New Mexico,13063,513
7/5/20,New Mexico,13256,513
7/6/20,New Mexico,13507,515
7/7/20,New Mexico,13727,519
7/8/20,New Mexico,14017,527
7/9/20,New Mexico,14251,533
7/10/20,New Mexico,14549,539
7/11/20,New Mexico,14773,543
7/12/20,New Mexico,15028,545
7/13/20,New Mexico,15291,548
7/14/20,New Mexico,15514,551
7/15/20,New Mexico,15841,557
7/16/20,New Mexico,16138,562
7/17/20,New Mexico,16456,565
7/18/20,New Mexico,16736,569
7/19/20,New Mexico,16971,571
7/20/20,New Mexico,17215,578
7/21/20,New Mexico,17517,588
7/22/20,New Mexico,17828,591
7/23/20,New Mexico,18163,596
7/24/20,New Mexico,18475,601
7/25/20,New Mexico,18788,607
7/26/20,New Mexico,19042,614
7/27/20,New Mexico,19502,619
7/28/20,New Mexico,19791,626
7/29/20,New Mexico,20136,632
7/30/20,New Mexico,20388,635
7/31/20,New Mexico,20600,642
8/1/20,New Mexico,20796,651
8/2/20,New Mexico,21016,654
8/3/20,New Mexico,21130,655
8/4/20,New Mexico,21340,658
8/5/20,New Mexico,21566,667
8/6/20,New Mexico,21773,669
8/7/20,New Mexico,21965,675
8/8/20,New Mexico,22115,681
8/9/20,New Mexico,22315,685
8/10/20,New Mexico,22444,690
8/11/20,New Mexico,22643,693
8/12/20,New Mexico,22816,695
8/13/20,New Mexico,22987,697
8/14/20,New Mexico,23160,703
8/15/20,New Mexico,23302,711
8/16/20,New Mexico,23408,714
8/17/20,New Mexico,23500,718
8/18/20,New Mexico,23579,723
8/19/20,New Mexico,23749,729
8/20/20,New Mexico,23951,734
8/21/20,New Mexico,24095,739
8/22/20,New Mexico,24302,743
8/23/20,New Mexico,24396,745
8/24/20,New Mexico,24542,749
8/25/20,New Mexico,24606,752
8/26/20,New Mexico,24732,755
8/27/20,New Mexico,24920,764
8/28/20,New Mexico,25042,767
8/29/20,New Mexico,25178,769
8/30/20,New Mexico,25283,770
8/31/20,New Mexico,25352,779
9/1/20,New Mexico,25460,787
9/2/20,New Mexico,25612,790
9/3/20,New Mexico,25812,791
9/4/20,New Mexico,25902,794
9/5/20,New Mexico,26048,800
9/6/20,New Mexico,26107,803
9/7/20,New Mexico,26144,807
9/8/20,New Mexico,26181,807
9/9/20,New Mexico,26268,813
9/10/20,New Mexico,26429,816
9/11/20,New Mexico,26563,818
9/12/20,New Mexico,26661,821
9/13/20,New Mexico,26761,823
9/14/20,New Mexico,26842,823
9/15/20,New Mexico,26923,830
9/16/20,New Mexico,27041,832
9/17/20,New Mexico,27199,836
9/18/20,New Mexico,27350,841
9/19/20,New Mexico,27512,847
9/20/20,New Mexico,27579,849
9/21/20,New Mexico,27683,851
9/22/20,New Mexico,27790,854
9/23/20,New Mexico,27987,857
9/24/20,New Mexico,28224,859
9/25/20,New Mexico,28487,865
9/26/20,New Mexico,28692,870
9/27/20,New Mexico,28844,870
9/28/20,New Mexico,28985,873
9/29/20,New Mexico,29157,875
9/30/20,New Mexico,29435,877
10/1/20,New Mexico,29661,882
10/2/20,New Mexico,30000,887
10/3/20,New Mexico,30296,890
10/4/20,New Mexico,30477,892
10/5/20,New Mexico,30632,894
10/6/20,New Mexico,30947,894
10/7/20,New Mexico,31372,896
10/8/20,New Mexico,31756,899
10/9/20,New Mexico,32241,902
10/10/20,New Mexico,32722,907
10/11/20,New Mexico,32983,911
10/12/20,New Mexico,33362,915
10/13/20,New Mexico,33713,918
10/14/20,New Mexico,34290,921
10/15/20,New Mexico,34958,922
10/16/20,New Mexico,35770,928
10/17/20,New Mexico,36343,929
10/18/20,New Mexico,36788,934
10/19/20,New Mexico,37302,935
10/20/20,New Mexico,37896,942
10/21/20,New Mexico,38715,950
10/22/20,New Mexico,39377,953
10/23/20,New Mexico,40168,960
10/24/20,New Mexico,41040,965
10/25/20,New Mexico,41863,967
10/26/20,New Mexico,42586,976
10/27/20,New Mexico,43169,980
10/28/20,New Mexico,43826,991
10/29/20,New Mexico,44904,994
10/30/20,New Mexico,45909,1007
10/31/20,New Mexico,46490,1018
11/1/20,New Mexico,47232,1026
11/2/20,New Mexico,48104,1036
11/3/20,New Mexico,49240,1045
11/4/20,New Mexico,50251,1059
11/5/20,New Mexico,51110,1082
11/6/20,New Mexico,52394,1088
11/7/20,New Mexico,53671,1104
11/8/20,New Mexico,54881,1118
11/9/20,New Mexico,56289,1130
11/10/20,New Mexico,57547,1144
11/11/20,New Mexico,59034,1158
11/12/20,New Mexico,60776,1176
11/13/20,New Mexico,62006,1198
11/14/20,New Mexico,63171,1208
11/15/20,New Mexico,64201,1215
11/16/20,New Mexico,65454,1236
11/17/20,New Mexico,67559,1264
11/18/20,New Mexico,70451,1290
11/19/20,New Mexico,74116,1302
11/20/20,New Mexico,77098,1325
11/21/20,New Mexico,79440,1350
11/22/20,New Mexico,81896,1383
11/23/20,New Mexico,84148,1400
11/24/20,New Mexico,86247,1428
11/25/20,New Mexico,88102,1451
11/26/20,New Mexico,89796,1469
11/27/20,New Mexico,91852,1504
11/28/20,New Mexico,93982,1527
11/29/20,New Mexico,95417,1540
11/30/20,New Mexico,97095,1568
12/1/20,New Mexico,99419,1589
12/2/20,New Mexico,100963,1629
12/3/20,New Mexico,102862,1673
12/4/20,New Mexico,104935,1706
12/5/20,New Mexico,106856,1738
12/6/20,New Mexico,108088,1749
12/7/20,New Mexico,109947,1756
12/8/20,New Mexico,109947,1756
12/9/20,New Mexico,112950,1823
12/10/20,New Mexico,114731,1846
12/11/20,New Mexico,116565,1889
12/12/20,New Mexico,118358,1913
12/13/20,New Mexico,119800,1957
12/14/20,New Mexico,121299,1978
12/15/20,New Mexico,122557,2006
12/16/20,New Mexico,124357,2049
12/17/20,New Mexico,126045,2103
12/18/20,New Mexico,127500,2128
12/19/20,New Mexico,128930,2155
12/20/20,New Mexico,129993,2171
12/21/20,New Mexico,130808,2180
12/22/20,New Mexico,132075,2203
12/23/20,New Mexico,133242,2243
12/24/20,New Mexico,135166,2272
12/25/20,New Mexico,136622,2307
12/26/20,New Mexico,137226,2316
12/27/20,New Mexico,137968,2346
12/28/20,New Mexico,138659,2382
12/29/20,New Mexico,139875,2403
12/30/20,New Mexico,141186,2436
12/31/20,New Mexico,142864,2477
1/1/21,New Mexico,144142,2502
1/2/21,New Mexico,145379,2534
1/3/21,New Mexico,146394,2551
1/4/21,New Mexico,147315,2574
1/5/21,New Mexico,148499,2594
1/6/21,New Mexico,149984,2641
1/7/21,New Mexico,151819,2680
1/8/21,New Mexico,153456,2710
1/9/21,New Mexico,154954,2732
1/10/21,New Mexico,156157,2749
1/11/21,New Mexico,157087,2764
1/12/21,New Mexico,157974,2794
1/13/21,New Mexico,159119,2807
1/14/21,New Mexico,160543,2836
1/15/21,New Mexico,161805,2874
1/16/21,New Mexico,162893,2910
1/17/21,New Mexico,163637,2932
1/18/21,New Mexico,164263,2958
1/19/21,New Mexico,164954,2975
1/20/21,New Mexico,165835,3009
1/21/21,New Mexico,166823,3044
1/22/21,New Mexico,167731,3077
1/23/21,New Mexico,168579,3115
1/24/21,New Mexico,169205,3145
1/25/21,New Mexico,169696,3157
1/26/21,New Mexico,170296,3171
1/27/21,New Mexico,171047,3198
1/28/21,New Mexico,171719,3226
1/29/21,New Mexico,172798,3248
1/30/21,New Mexico,173539,3265
1/31/21,New Mexico,174064,3283
2/1/21,New Mexico,174550,3295
2/2/21,New Mexico,174982,3310
2/3/21,New Mexico,175652,3338
2/4/21,New Mexico,176211,3355
2/5/21,New Mexico,176793,3378
2/6/21,New Mexico,177214,3386
2/7/21,New Mexico,177556,3399
2/8/21,New Mexico,177867,3412
2/9/21,New Mexico,178280,3430
2/10/21,New Mexico,178790,3461
2/11/21,New Mexico,179323,3479
2/12/21,New Mexico,179724,3502
2/13/21,New Mexico,180289,3516
2/14/21,New Mexico,180571,3529
2/15/21,New Mexico,180761,3538
2/16/21,New Mexico,181060,3550
2/17/21,New Mexico,181332,3562
2/18/21,New Mexico,181739,3580
2/19/21,New Mexico,182050,3599
2/20/21,New Mexico,182475,3610
2/21/21,New Mexico,182789,3624
2/22/21,New Mexico,183023,3635
2/23/21,New Mexico,183335,3644
2/24/21,New Mexico,183781,3658
2/25/21,New Mexico,184080,3671
2/26/21,New Mexico,184736,3685
2/27/21,New Mexico,184888,3700
2/28/21,New Mexico,185132,3716
3/1/21,New Mexico,185297,3729
3/2/21,New Mexico,185542,3740
3/3/21,New Mexico,185898,3753
3/4/21,New Mexico,186156,3769
3/5/21,New Mexico,186460,3787
3/6/21,New Mexico,186742,3796
3/7/21,New Mexico,186922,3808
3/8/21,New Mexico,187040,3811
3/9/21,New Mexico,187238,3830
3/10/21,New Mexico,187487,3839
3/11/21,New Mexico,187720,3845
3/12/21,New Mexico,187984,3849
3/13/21,New Mexico,188167,3850
3/14/21,New Mexico,188311,3852
3/15/21,New Mexico,188488,3853
3/16/21,New Mexico,188664,3860
3/17/21,New Mexico,188907,3872
3/18/21,New Mexico,189158,3877
3/19/21,New Mexico,189374,3882
3/20/21,New Mexico,189560,3889
3/21/21,New Mexico,189731,3889
3/22/21,New Mexico,189893,3892
3/23/21,New Mexico,190064,3903
3/24/21,New Mexico,190275,3909
3/25/21,New Mexico,190491,3916
3/26/21,New Mexico,190716,3923
3/27/21,New Mexico,190887,3925
3/28/21,New Mexico,191048,3925
3/29/21,New Mexico,191230,3925
3/30/21,New Mexico,191377,3932
3/31/21,New Mexico,191652,3937
4/1/21,New Mexico,191945,3942
4/2/21,New Mexico,192152,3949
4/3/21,New Mexico,192152,3949
4/4/21,New Mexico,192152,3949
4/5/21,New Mexico,192595,3953
4/6/21,New Mexico,192773,3961
4/7/21,New Mexico,192989,3963
4/8/21,New Mexico,193247,3974
4/9/21,New Mexico,193368,3976
4/10/21,New Mexico,193368,3976
4/11/21,New Mexico,193368,3976
4/12/21,New Mexico,193987,3979
4/13/21,New Mexico,194164,3988
4/14/21,New Mexico,194378,3996
4/15/21,New Mexico,194605,3997
4/16/21,New Mexico,194868,4001
4/17/21,New Mexico,194868,4001
4/18/21,New Mexico,194868,4001
4/19/21,New Mexico,195478,4007
4/20/21,New Mexico,195615,4010
4/21/21,New Mexico,195783,4020
4/22/21,New Mexico,195990,4023
4/23/21,New Mexico,196221,4024
4/24/21,New Mexico,196221,4024
4/25/21,New Mexico,196221,4024
4/26/21,New Mexico,196844,4027
4/27/21,New Mexico,196997,4039
4/28/21,New Mexico,197218,4051
4/29/21,New Mexico,197447,4058
4/30/21,New Mexico,197733,4067
5/1/21,New Mexico,197733,4067
5/2/21,New Mexico,197733,4067
5/3/21,New Mexico,198372,4073
5/4/21,New Mexico,198576,4083
5/5/21,New Mexico,198781,4085
5/6/21,New Mexico,199054,4089
5/7/21,New Mexico,199333,4098
5/8/21,New Mexico,199333,4098
5/9/21,New Mexico,199333,4098
5/10/21,New Mexico,199901,4106
5/11/21,New Mexico,200037,4108
5/12/21,New Mexico,200232,4111
5/13/21,New Mexico,200432,4112
5/14/21,New Mexico,200650,4113
5/15/21,New Mexico,200650,4113
5/16/21,New Mexico,200650,4113
5/17/21,New Mexico,201186,4116
5/18/21,New Mexico,201336,4118
5/19/21,New Mexico,201489,4122
5/20/21,New Mexico,201695,4126
5/21/21,New Mexico,201868,4131
