Date,State,Number of Confirmed Cases
10/16/22,Maryland,1258813
10/17/22,Maryland,1259596
10/18/22,Maryland,1261145
10/19/22,Maryland,1261834
10/20/22,Maryland,1262591
10/21/22,Maryland,1263279
10/22/22,Maryland,1263279
10/23/22,Maryland,1263279
10/24/22,Maryland,1263955
10/25/22,Maryland,1265356
10/26/22,Maryland,1265975
10/27/22,Maryland,1266881
10/28/22,Maryland,1267740
10/29/22,Maryland,1267740
10/30/22,Maryland,1267740
10/31/22,Maryland,1268559
11/1/22,Maryland,1270143
11/2/22,Maryland,1270844
11/3/22,Maryland,1271740
11/4/22,Maryland,1272575
11/5/22,Maryland,1272575
11/6/22,Maryland,1272575
11/7/22,Maryland,1273447
11/8/22,Maryland,1273447
11/9/22,Maryland,1275208
11/10/22,Maryland,1276558
11/11/22,Maryland,1276558
11/12/22,Maryland,1276558
11/13/22,Maryland,1276558
11/14/22,Maryland,1277302
11/15/22,Maryland,1279209
11/16/22,Maryland,1279883
11/17/22,Maryland,1280630
11/18/22,Maryland,1281358
11/19/22,Maryland,1281358
11/20/22,Maryland,1281358
11/21/22,Maryland,1282108
11/22/22,Maryland,1283535
11/23/22,Maryland,1284176
11/24/22,Maryland,1284176
11/25/22,Maryland,1284176
11/26/22,Maryland,1284176
11/27/22,Maryland,1284176
11/28/22,Maryland,1284907
11/29/22,Maryland,1287515
11/30/22,Maryland,1288308
12/1/22,Maryland,1289606
12/2/22,Maryland,1290858
12/3/22,Maryland,1290858
12/4/22,Maryland,1290858
12/5/22,Maryland,1291854
12/6/22,Maryland,1294038
12/7/22,Maryland,1294916
12/8/22,Maryland,1295950
1/22/20,Massachusetts,0
1/23/20,Massachusetts,0
1/24/20,Massachusetts,0
1/25/20,Massachusetts,0
1/26/20,Massachusetts,0
1/27/20,Massachusetts,0
1/28/20,Massachusetts,0
1/29/20,Massachusetts,1
1/30/20,Massachusetts,1
1/31/20,Massachusetts,1
2/1/20,Massachusetts,1
2/2/20,Massachusetts,1
2/3/20,Massachusetts,1
2/4/20,Massachusetts,1
2/5/20,Massachusetts,1
2/6/20,Massachusetts,2
2/7/20,Massachusetts,2
2/8/20,Massachusetts,2
2/9/20,Massachusetts,2
2/10/20,Massachusetts,2
2/11/20,Massachusetts,2
2/12/20,Massachusetts,2
2/13/20,Massachusetts,2
2/14/20,Massachusetts,2
2/15/20,Massachusetts,2
2/16/20,Massachusetts,2
2/17/20,Massachusetts,2
2/18/20,Massachusetts,2
2/19/20,Massachusetts,2
2/20/20,Massachusetts,2
2/21/20,Massachusetts,2
2/22/20,Massachusetts,2
2/23/20,Massachusetts,2
2/24/20,Massachusetts,2
2/25/20,Massachusetts,2
2/26/20,Massachusetts,2
2/27/20,Massachusetts,2
2/28/20,Massachusetts,2
2/29/20,Massachusetts,2
3/1/20,Massachusetts,3
3/2/20,Massachusetts,3
3/3/20,Massachusetts,4
3/4/20,Massachusetts,6
3/5/20,Massachusetts,14
3/6/20,Massachusetts,28
3/7/20,Massachusetts,72
3/8/20,Massachusetts,91
3/9/20,Massachusetts,96
3/10/20,Massachusetts,110
3/11/20,Massachusetts,132
3/12/20,Massachusetts,161
3/13/20,Massachusetts,222
3/14/20,Massachusetts,295
3/15/20,Massachusetts,363
3/16/20,Massachusetts,512
3/17/20,Massachusetts,760
3/18/20,Massachusetts,1019
3/19/20,Massachusetts,1297
3/20/20,Massachusetts,1684
3/21/20,Massachusetts,2006
3/22/20,Massachusetts,2292
3/23/20,Massachusetts,2900
3/24/20,Massachusetts,3618
3/25/20,Massachusetts,4366
3/26/20,Massachusetts,5301
3/27/20,Massachusetts,6242
3/28/20,Massachusetts,6899
3/29/20,Massachusetts,7422
3/30/20,Massachusetts,8660
3/31/20,Massachusetts,9924
4/1/20,Massachusetts,11263
4/2/20,Massachusetts,12542
4/3/20,Massachusetts,14028
4/4/20,Massachusetts,15191
4/5/20,Massachusetts,16172
4/6/20,Massachusetts,18103
4/7/20,Massachusetts,20127
4/8/20,Massachusetts,21990
4/9/20,Massachusetts,23977
4/10/20,Massachusetts,26037
4/11/20,Massachusetts,27338
4/12/20,Massachusetts,28271
4/13/20,Massachusetts,30294
4/14/20,Massachusetts,33173
4/15/20,Massachusetts,35778
4/16/20,Massachusetts,38170
4/17/20,Massachusetts,41168
4/18/20,Massachusetts,42657
4/19/20,Massachusetts,43750
4/20/20,Massachusetts,46442
4/21/20,Massachusetts,48637
4/22/20,Massachusetts,51348
4/23/20,Massachusetts,53755
4/24/20,Massachusetts,56039
4/25/20,Massachusetts,57537
4/26/20,Massachusetts,58384
4/27/20,Massachusetts,60516
4/28/20,Massachusetts,62625
4/29/20,Massachusetts,64816
4/30/20,Massachusetts,66867
5/1/20,Massachusetts,68953
5/2/20,Massachusetts,69984
5/3/20,Massachusetts,70723
5/4/20,Massachusetts,72605
5/5/20,Massachusetts,74343
5/6/20,Massachusetts,76048
5/7/20,Massachusetts,77733
5/8/20,Massachusetts,79190
5/9/20,Massachusetts,79882
5/10/20,Massachusetts,80277
5/11/20,Massachusetts,81588
5/12/20,Massachusetts,83041
5/13/20,Massachusetts,84358
5/14/20,Massachusetts,85674
5/15/20,Massachusetts,86782
5/16/20,Massachusetts,87433
5/17/20,Massachusetts,87805
5/18/20,Massachusetts,89125
5/19/20,Massachusetts,90202
5/20/20,Massachusetts,91231
5/21/20,Massachusetts,92209
5/22/20,Massachusetts,93092
5/23/20,Massachusetts,93492
5/24/20,Massachusetts,93808
5/25/20,Massachusetts,94023
5/26/20,Massachusetts,94907
5/27/20,Massachusetts,95617
5/28/20,Massachusetts,96268
5/29/20,Massachusetts,96805
5/30/20,Massachusetts,97090
5/31/20,Massachusetts,97260
6/1/20,Massachusetts,97774
6/2/20,Massachusetts,98228
6/3/20,Massachusetts,98697
6/4/20,Massachusetts,99079
6/5/20,Massachusetts,99419
6/6/20,Massachusetts,99571
6/7/20,Massachusetts,99725
6/8/20,Massachusetts,100090
6/9/20,Massachusetts,100441
6/10/20,Massachusetts,100707
6/11/20,Massachusetts,100946
6/12/20,Massachusetts,101209
6/13/20,Massachusetts,101314
6/14/20,Massachusetts,101398
6/15/20,Massachusetts,101637
6/16/20,Massachusetts,101847
6/17/20,Massachusetts,102106
6/18/20,Massachusetts,102367
6/19/20,Massachusetts,102547
6/20/20,Massachusetts,102644
6/21/20,Massachusetts,102727
6/22/20,Massachusetts,102957
6/23/20,Massachusetts,103153
6/24/20,Massachusetts,103368
6/25/20,Massachusetts,103582
6/26/20,Massachusetts,103790
6/27/20,Massachusetts,103932
6/28/20,Massachusetts,104005
6/29/20,Massachusetts,104213
6/30/20,Massachusetts,104440
7/1/20,Massachusetts,104667
7/2/20,Massachusetts,104901
7/3/20,Massachusetts,105010
7/4/20,Massachusetts,105077
7/5/20,Massachusetts,105192
7/6/20,Massachusetts,105442
7/7/20,Massachusetts,105695
7/8/20,Massachusetts,105926
7/9/20,Massachusetts,106201
7/10/20,Massachusetts,106447
7/11/20,Massachusetts,106573
7/12/20,Massachusetts,106675
7/13/20,Massachusetts,106977
7/14/20,Massachusetts,107214
7/15/20,Massachusetts,107532
7/16/20,Massachusetts,107778
7/17/20,Massachusetts,108023
7/18/20,Massachusetts,108158
7/19/20,Massachusetts,108252
7/20/20,Massachusetts,108545
7/21/20,Massachusetts,108836
7/22/20,Massachusetts,109126
7/23/20,Massachusetts,109428
7/24/20,Massachusetts,109710
7/25/20,Massachusetts,109894
7/26/20,Massachusetts,110037
7/27/20,Massachusetts,110422
7/28/20,Massachusetts,110778
7/29/20,Massachusetts,111129
7/30/20,Massachusetts,111483
7/31/20,Massachusetts,111836
8/1/20,Massachusetts,111988
8/2/20,Massachusetts,112109
8/3/20,Massachusetts,112490
8/4/20,Massachusetts,112814
8/5/20,Massachusetts,113161
8/6/20,Massachusetts,113543
8/7/20,Massachusetts,113868
8/8/20,Massachusetts,114050
8/9/20,Massachusetts,114152
8/10/20,Massachusetts,114532
8/11/20,Massachusetts,114839
8/12/20,Massachusetts,115152
8/13/20,Massachusetts,115521
8/14/20,Massachusetts,115882
8/15/20,Massachusetts,116058
8/16/20,Massachusetts,116179
8/17/20,Massachusetts,116561
8/18/20,Massachusetts,116958
8/19/20,Massachusetts,117301
8/20/20,Massachusetts,117662
8/21/20,Massachusetts,117962
8/22/20,Massachusetts,118127
8/23/20,Massachusetts,118237
8/24/20,Massachusetts,118650
8/25/20,Massachusetts,119054
8/26/20,Massachusetts,119455
8/27/20,Massachusetts,119832
8/28/20,Massachusetts,120208
8/29/20,Massachusetts,120411
8/30/20,Massachusetts,120568
8/31/20,Massachusetts,121018
9/1/20,Massachusetts,121422
9/2/20,Massachusetts,121826
9/3/20,Massachusetts,121546
9/4/20,Massachusetts,121758
9/5/20,Massachusetts,122196
9/6/20,Massachusetts,122562
9/7/20,Massachusetts,122791
9/8/20,Massachusetts,122962
9/9/20,Massachusetts,123143
9/10/20,Massachusetts,123546
9/11/20,Massachusetts,123986
9/12/20,Massachusetts,124540
9/13/20,Massachusetts,124826
9/14/20,Massachusetts,125080
9/15/20,Massachusetts,125393
9/16/20,Massachusetts,125699
9/17/20,Massachusetts,126128
9/18/20,Massachusetts,126582
9/19/20,Massachusetts,127181
9/20/20,Massachusetts,127540
9/21/20,Massachusetts,127796
9/22/20,Massachusetts,127969
9/23/20,Massachusetts,128512
9/24/20,Massachusetts,128993
9/25/20,Massachusetts,129481
9/26/20,Massachusetts,130050
9/27/20,Massachusetts,130642
9/28/20,Massachusetts,131072
9/29/20,Massachusetts,131584
9/30/20,Massachusetts,132116
10/1/20,Massachusetts,132870
10/2/20,Massachusetts,133631
10/3/20,Massachusetts,134303
10/4/20,Massachusetts,134947
10/5/20,Massachusetts,135462
10/6/20,Massachusetts,135957
10/7/20,Massachusetts,136492
10/8/20,Massachusetts,136936
10/9/20,Massachusetts,137701
10/10/20,Massachusetts,138340
10/11/20,Massachusetts,138903
10/12/20,Massachusetts,139663
10/13/20,Massachusetts,140412
10/14/20,Massachusetts,140992
10/15/20,Massachusetts,141579
10/16/20,Massachusetts,142346
10/17/20,Massachusetts,142930
10/18/20,Massachusetts,143660
10/19/20,Massachusetts,144488
10/20/20,Massachusetts,145464
10/21/20,Massachusetts,146166
10/22/20,Massachusetts,147215
10/23/20,Massachusetts,148285
10/24/20,Massachusetts,149488
10/25/20,Massachusetts,150565
10/26/20,Massachusetts,151777
10/27/20,Massachusetts,153037
10/28/20,Massachusetts,154218
10/29/20,Massachusetts,155564
10/30/20,Massachusetts,157146
10/31/20,Massachusetts,158576
11/1/20,Massachusetts,159707
11/2/20,Massachusetts,160549
11/3/20,Massachusetts,161585
11/4/20,Massachusetts,163299
11/5/20,Massachusetts,165161
11/6/20,Massachusetts,167274
11/7/20,Massachusetts,169576
11/8/20,Massachusetts,171399
11/9/20,Massachusetts,172727
11/10/20,Massachusetts,174881
11/11/20,Massachusetts,177541
11/12/20,Massachusetts,180189
11/13/20,Massachusetts,183095
11/14/20,Massachusetts,186142
11/15/20,Massachusetts,188275
11/16/20,Massachusetts,190439
11/17/20,Massachusetts,192964
11/18/20,Massachusetts,195868
11/19/20,Massachusetts,198550
11/20/20,Massachusetts,200949
11/21/20,Massachusetts,204155
11/22/20,Massachusetts,206850
11/23/20,Massachusetts,208623
11/24/20,Massachusetts,211199
11/25/20,Massachusetts,214594
11/26/20,Massachusetts,214594
11/27/20,Massachusetts,219252
11/28/20,Massachusetts,222469
11/29/20,Massachusetts,224964
11/30/20,Massachusetts,226132
12/1/20,Massachusetts,229205
12/2/20,Massachusetts,234232
12/3/20,Massachusetts,240907
12/4/20,Massachusetts,246398
12/5/20,Massachusetts,252017
12/6/20,Massachusetts,256844
12/7/20,Massachusetts,259325
12/8/20,Massachusetts,263447
12/9/20,Massachusetts,269412
12/10/20,Massachusetts,274781
12/11/20,Massachusetts,280436
12/12/20,Massachusetts,285725
12/13/20,Massachusetts,290578
12/14/20,Massachusetts,294231
12/15/20,Massachusetts,298160
12/16/20,Massachusetts,304112
12/17/20,Massachusetts,309247
12/18/20,Massachusetts,314926
12/19/20,Massachusetts,319270
12/20/20,Massachusetts,323531
12/21/20,Massachusetts,327374
12/22/20,Massachusetts,331174
12/23/20,Massachusetts,335988
12/24/20,Massachusetts,341925
12/25/20,Massachusetts,341925
12/26/20,Massachusetts,349602
12/27/20,Massachusetts,352736
12/28/20,Massachusetts,356934
12/29/20,Massachusetts,361079
12/30/20,Massachusetts,367918
12/31/20,Massachusetts,375178
1/1/21,Massachusetts,375178
1/2/21,Massachusetts,384181
1/3/21,Massachusetts,387662
1/4/21,Massachusetts,392568
1/5/21,Massachusetts,397202
1/6/21,Massachusetts,404053
1/7/21,Massachusetts,411601
1/8/21,Massachusetts,419721
1/9/21,Massachusetts,427135
1/10/21,Massachusetts,432791
1/11/21,Massachusetts,437042
1/12/21,Massachusetts,442529
1/13/21,Massachusetts,448447
1/14/21,Massachusetts,454402
1/15/21,Massachusetts,459927
1/16/21,Massachusetts,465726
1/17/21,Massachusetts,470140
1/18/21,Massachusetts,473441
1/19/21,Massachusetts,476526
1/20/21,Massachusetts,481040
1/21/21,Massachusetts,486180
1/22/21,Massachusetts,491452
1/23/21,Massachusetts,496093
1/24/21,Massachusetts,500037
1/25/21,Massachusetts,503688
1/26/21,Massachusetts,506183
1/27/21,Massachusetts,509503
1/28/21,Massachusetts,514134
1/29/21,Massachusetts,517252
1/30/21,Massachusetts,521360
1/31/21,Massachusetts,524025
2/1/21,Massachusetts,526423
2/2/21,Massachusetts,528662
2/3/21,Massachusetts,531117
2/4/21,Massachusetts,533921
2/5/21,Massachusetts,537208
2/6/21,Massachusetts,540827
2/7/21,Massachusetts,543934
2/8/21,Massachusetts,545303
2/9/21,Massachusetts,546896
2/10/21,Massachusetts,548946
2/11/21,Massachusetts,551396
2/12/21,Massachusetts,553812
2/13/21,Massachusetts,555895
2/14/21,Massachusetts,557777
2/15/21,Massachusetts,559350
2/16/21,Massachusetts,560576
2/17/21,Massachusetts,561936
2/18/21,Massachusetts,563976
2/19/21,Massachusetts,565794
2/20/21,Massachusetts,567764
2/21/21,Massachusetts,569284
2/22/21,Massachusetts,570546
2/23/21,Massachusetts,571783
2/24/21,Massachusetts,573885
2/25/21,Massachusetts,575993
2/26/21,Massachusetts,577980
2/27/21,Massachusetts,579680
2/28/21,Massachusetts,581148
3/1/21,Massachusetts,582543
3/2/21,Massachusetts,582844
3/3/21,Massachusetts,584743
3/4/21,Massachusetts,586310
3/5/21,Massachusetts,588209
3/6/21,Massachusetts,589931
3/7/21,Massachusetts,591356
3/8/21,Massachusetts,592344
3/9/21,Massachusetts,593607
3/10/21,Massachusetts,595264
3/11/21,Massachusetts,597073
3/12/21,Massachusetts,598859
3/13/21,Massachusetts,600616
3/14/21,Massachusetts,602308
3/15/21,Massachusetts,603464
3/16/21,Massachusetts,604666
3/17/21,Massachusetts,606377
3/18/21,Massachusetts,608318
3/19/21,Massachusetts,610481
3/20/21,Massachusetts,612857
3/21/21,Massachusetts,614668
3/22/21,Massachusetts,615874
3/23/21,Massachusetts,617695
3/24/21,Massachusetts,619816
3/25/21,Massachusetts,622226
3/26/21,Massachusetts,624986
3/27/21,Massachusetts,627556
3/28/21,Massachusetts,629531
3/29/21,Massachusetts,631031
3/30/21,Massachusetts,633081
3/31/21,Massachusetts,635580
4/1/21,Massachusetts,638339
4/2/21,Massachusetts,640779
4/3/21,Massachusetts,643232
4/4/21,Massachusetts,643232
4/5/21,Massachusetts,646220
4/6/21,Massachusetts,648023
4/7/21,Massachusetts,650573
4/8/21,Massachusetts,652966
4/9/21,Massachusetts,655278
4/10/21,Massachusetts,657578
4/11/21,Massachusetts,659569
4/12/21,Massachusetts,661101
4/13/21,Massachusetts,662699
4/14/21,Massachusetts,664943
4/15/21,Massachusetts,667066
4/16/21,Massachusetts,669282
4/17/21,Massachusetts,671250
4/18/21,Massachusetts,672657
4/19/21,Massachusetts,673974
4/20/21,Massachusetts,675162
4/21/21,Massachusetts,676758
4/22/21,Massachusetts,678386
4/23/21,Massachusetts,680007
4/24/21,Massachusetts,681570
4/25/21,Massachusetts,682784
4/26/21,Massachusetts,683665
4/27/21,Massachusetts,684630
4/28/21,Massachusetts,686243
4/29/21,Massachusetts,687638
4/30/21,Massachusetts,688973
5/1/21,Massachusetts,690279
5/2/21,Massachusetts,691172
5/3/21,Massachusetts,691735
5/4/21,Massachusetts,692589
5/5/21,Massachusetts,693608
5/6/21,Massachusetts,694769
5/7/21,Massachusetts,695745
5/8/21,Massachusetts,696540
5/9/21,Massachusetts,697398
5/10/21,Massachusetts,697872
5/11/21,Massachusetts,698427
5/12/21,Massachusetts,699187
5/13/21,Massachusetts,699908
5/14/21,Massachusetts,700337
5/15/21,Massachusetts,701490
5/16/21,Massachusetts,702039
5/17/21,Massachusetts,702338
5/18/21,Massachusetts,702776
5/19/21,Massachusetts,703292
5/20/21,Massachusetts,703897
5/21/21,Massachusetts,704345
5/22/21,Massachusetts,704796
5/23/21,Massachusetts,705142
5/24/21,Massachusetts,705370
5/25/21,Massachusetts,705598
5/26/21,Massachusetts,706027
5/27/21,Massachusetts,706272
5/28/21,Massachusetts,706559
5/29/21,Massachusetts,706783
5/30/21,Massachusetts,706945
5/31/21,Massachusetts,706945
6/1/21,Massachusetts,707131
6/2/21,Massachusetts,707265
6/3/21,Massachusetts,707523
6/4/21,Massachusetts,707723
6/5/21,Massachusetts,707940
6/6/21,Massachusetts,708083
6/7/21,Massachusetts,708195
6/8/21,Massachusetts,708316
6/9/21,Massachusetts,708459
6/10/21,Massachusetts,708579
6/11/21,Massachusetts,708710
6/12/21,Massachusetts,708836
6/13/21,Massachusetts,708875
6/14/21,Massachusetts,708933
6/15/21,Massachusetts,709012
6/16/21,Massachusetts,709080
6/17/21,Massachusetts,709187
6/18/21,Massachusetts,709263
6/19/21,Massachusetts,709354
6/20/21,Massachusetts,709395
6/21/21,Massachusetts,709443
6/22/21,Massachusetts,709476
6/23/21,Massachusetts,709544
6/24/21,Massachusetts,709622
6/25/21,Massachusetts,709682
6/26/21,Massachusetts,709738
6/27/21,Massachusetts,709769
6/28/21,Massachusetts,709810
6/29/21,Massachusetts,709873
6/30/21,Massachusetts,709966
7/1/21,Massachusetts,710049
7/2/21,Massachusetts,710138
7/3/21,Massachusetts,710138
7/4/21,Massachusetts,710138
7/5/21,Massachusetts,710138
7/6/21,Massachusetts,710428
7/7/21,Massachusetts,710519
7/8/21,Massachusetts,710629
7/9/21,Massachusetts,710830
7/10/21,Massachusetts,710830
7/11/21,Massachusetts,710830
7/12/21,Massachusetts,711162
7/13/21,Massachusetts,711446
7/14/21,Massachusetts,711676
7/15/21,Massachusetts,711943
7/16/21,Massachusetts,712272
7/17/21,Massachusetts,712272
7/18/21,Massachusetts,712272
7/19/21,Massachusetts,713037
7/20/21,Massachusetts,713489
7/21/21,Massachusetts,714014
7/22/21,Massachusetts,714556
7/23/21,Massachusetts,715180
7/24/21,Massachusetts,715180
7/25/21,Massachusetts,715180
7/26/21,Massachusetts,716452
7/27/21,Massachusetts,717284
7/28/21,Massachusetts,717944
7/29/21,Massachusetts,718849
7/30/21,Massachusetts,719780
7/31/21,Massachusetts,719780
8/1/21,Massachusetts,719780
8/2/21,Massachusetts,721885
8/3/21,Massachusetts,722986
8/4/21,Massachusetts,724018
8/5/21,Massachusetts,725189
8/6/21,Massachusetts,726395
8/7/21,Massachusetts,726395
8/8/21,Massachusetts,726395
8/9/21,Massachusetts,729047
8/10/21,Massachusetts,730381
8/11/21,Massachusetts,731821
8/12/21,Massachusetts,733188
8/13/21,Massachusetts,734486
8/14/21,Massachusetts,734486
8/15/21,Massachusetts,734486
8/16/21,Massachusetts,737579
8/17/21,Massachusetts,739047
8/18/21,Massachusetts,740626
8/19/21,Massachusetts,742202
8/20/21,Massachusetts,743735
8/21/21,Massachusetts,743735
8/22/21,Massachusetts,743735
8/23/21,Massachusetts,747153
8/24/21,Massachusetts,748753
8/25/21,Massachusetts,750248
8/26/21,Massachusetts,752139
8/27/21,Massachusetts,753795
8/28/21,Massachusetts,753795
8/29/21,Massachusetts,753795
8/30/21,Massachusetts,758094
8/31/21,Massachusetts,759869
9/1/21,Massachusetts,761906
9/2/21,Massachusetts,763673
9/3/21,Massachusetts,765584
9/4/21,Massachusetts,765584
9/5/21,Massachusetts,765584
9/6/21,Massachusetts,765584
9/7/21,Massachusetts,771267
9/8/21,Massachusetts,772742
9/9/21,Massachusetts,775149
9/10/21,Massachusetts,777022
9/11/21,Massachusetts,777022
9/12/21,Massachusetts,777022
9/13/21,Massachusetts,782107
9/14/21,Massachusetts,783750
9/15/21,Massachusetts,786627
9/16/21,Massachusetts,788775
9/17/21,Massachusetts,790953
9/18/21,Massachusetts,790953
9/19/21,Massachusetts,790953
9/20/21,Massachusetts,795543
9/21/21,Massachusetts,796925
9/22/21,Massachusetts,798905
9/23/21,Massachusetts,800909
9/24/21,Massachusetts,802829
9/25/21,Massachusetts,802829
9/26/21,Massachusetts,802829
9/27/21,Massachusetts,807182
9/28/21,Massachusetts,808673
9/29/21,Massachusetts,810319
9/30/21,Massachusetts,811951
10/1/21,Massachusetts,813599
10/2/21,Massachusetts,813599
10/3/21,Massachusetts,813599
10/4/21,Massachusetts,816950
10/5/21,Massachusetts,818290
10/6/21,Massachusetts,819939
10/7/21,Massachusetts,821661
10/8/21,Massachusetts,823485
10/9/21,Massachusetts,823485
10/10/21,Massachusetts,823485
10/11/21,Massachusetts,823485
10/12/21,Massachusetts,827930
10/13/21,Massachusetts,829873
10/14/21,Massachusetts,831662
10/15/21,Massachusetts,833311
10/16/21,Massachusetts,833311
10/17/21,Massachusetts,833311
10/18/21,Massachusetts,836302
10/19/21,Massachusetts,838347
10/20/21,Massachusetts,839817
10/21/21,Massachusetts,841198
10/22/21,Massachusetts,842652
10/23/21,Massachusetts,842652
10/24/21,Massachusetts,842652
10/25/21,Massachusetts,846044
10/26/21,Massachusetts,847512
10/27/21,Massachusetts,848947
10/28/21,Massachusetts,849099
10/29/21,Massachusetts,851922
10/30/21,Massachusetts,851922
10/31/21,Massachusetts,851922
11/1/21,Massachusetts,855230
11/2/21,Massachusetts,856494
11/3/21,Massachusetts,857959
11/4/21,Massachusetts,859713
11/5/21,Massachusetts,861480
11/6/21,Massachusetts,861480
11/7/21,Massachusetts,861480
11/8/21,Massachusetts,865806
11/9/21,Massachusetts,867345
11/10/21,Massachusetts,869293
11/11/21,Massachusetts,869293
11/12/21,Massachusetts,873281
11/13/21,Massachusetts,873281
11/14/21,Massachusetts,873281
11/15/21,Massachusetts,879127
11/16/21,Massachusetts,881310
11/17/21,Massachusetts,884299
11/18/21,Massachusetts,887889
11/19/21,Massachusetts,890733
11/20/21,Massachusetts,890733
11/21/21,Massachusetts,890733
11/22/21,Massachusetts,897874
11/23/21,Massachusetts,900985
11/24/21,Massachusetts,904407
11/25/21,Massachusetts,904407
11/26/21,Massachusetts,909705
11/27/21,Massachusetts,909705
11/28/21,Massachusetts,909705
11/29/21,Massachusetts,915495
11/30/21,Massachusetts,919097
12/1/21,Massachusetts,924400
12/2/21,Massachusetts,930079
12/3/21,Massachusetts,935844
12/4/21,Massachusetts,935844
12/5/21,Massachusetts,935844
12/6/21,Massachusetts,947463
12/7/21,Massachusetts,951969
12/8/21,Massachusetts,957889
12/9/21,Massachusetts,963923
12/10/21,Massachusetts,969589
12/11/21,Massachusetts,969589
12/12/21,Massachusetts,969589
12/13/21,Massachusetts,981261
12/14/21,Massachusetts,985946
12/15/21,Massachusetts,991709
12/16/21,Massachusetts,998400
12/17/21,Massachusetts,1005470
12/18/21,Massachusetts,1005470
12/19/21,Massachusetts,1005470
12/20/21,Massachusetts,1019682
12/21/21,Massachusetts,1026129
12/22/21,Massachusetts,1034731
12/23/21,Massachusetts,1044522
12/24/21,Massachusetts,1055519
12/25/21,Massachusetts,1055519
12/26/21,Massachusetts,1055519
12/27/21,Massachusetts,1069310
12/28/21,Massachusetts,1079660
12/29/21,Massachusetts,1095825
12/30/21,Massachusetts,1117911
12/31/21,Massachusetts,1140614
1/1/22,Massachusetts,1140614
1/2/22,Massachusetts,1140614
1/3/22,Massachusetts,1173704
1/4/22,Massachusetts,1192549
1/5/22,Massachusetts,1223354
1/6/22,Massachusetts,1250765
1/7/22,Massachusetts,1279928
1/8/22,Massachusetts,1279928
1/9/22,Massachusetts,1279928
1/10/22,Massachusetts,1344643
1/11/22,Massachusetts,1365608
1/12/22,Massachusetts,1389904
1/13/22,Massachusetts,1411613
1/14/22,Massachusetts,1426283
1/15/22,Massachusetts,1426283
1/16/22,Massachusetts,1426283
1/17/22,Massachusetts,1426283
1/18/22,Massachusetts,1487277
1/19/22,Massachusetts,1503398
1/20/22,Massachusetts,1519783
1/21/22,Massachusetts,1535901
1/22/22,Massachusetts,1535986
1/23/22,Massachusetts,1535986
1/24/22,Massachusetts,1563019
1/25/22,Massachusetts,1571650
1/26/22,Massachusetts,1580605
1/27/22,Massachusetts,1590302
1/28/22,Massachusetts,1598451
1/29/22,Massachusetts,1598451
1/30/22,Massachusetts,1598451
1/31/22,Massachusetts,1611594
2/1/22,Massachusetts,1614642
2/2/22,Massachusetts,1620268
2/3/22,Massachusetts,1625704
2/4/22,Massachusetts,1630462
2/5/22,Massachusetts,1630462
2/6/22,Massachusetts,1630462
2/7/22,Massachusetts,1637528
2/8/22,Massachusetts,1639656
2/9/22,Massachusetts,1642896
2/10/22,Massachusetts,1645809
2/11/22,Massachusetts,1648656
2/12/22,Massachusetts,1648656
2/13/22,Massachusetts,1648656
2/14/22,Massachusetts,1652829
2/15/22,Massachusetts,1654513
2/16/22,Massachusetts,1656412
2/17/22,Massachusetts,1659075
2/18/22,Massachusetts,1661206
2/19/22,Massachusetts,1661206
2/20/22,Massachusetts,1661206
2/21/22,Massachusetts,1661206
2/22/22,Massachusetts,1665586
2/23/22,Massachusetts,1666622
2/24/22,Massachusetts,1668242
2/25/22,Massachusetts,1669594
2/26/22,Massachusetts,1669594
2/27/22,Massachusetts,1669594
2/28/22,Massachusetts,1671292
3/1/22,Massachusetts,1672594
3/2/22,Massachusetts,1673611
3/3/22,Massachusetts,1674585
3/4/22,Massachusetts,1675767
3/5/22,Massachusetts,1675767
3/6/22,Massachusetts,1675767
3/7/22,Massachusetts,1677619
3/8/22,Massachusetts,1678247
3/9/22,Massachusetts,1679034
3/10/22,Massachusetts,1679921
3/11/22,Massachusetts,1680673
3/12/22,Massachusetts,1680673
3/13/22,Massachusetts,1680673
3/14/22,Massachusetts,1682693
3/15/22,Massachusetts,1683224
3/16/22,Massachusetts,1684036
3/17/22,Massachusetts,1685055
3/18/22,Massachusetts,1685937
3/19/22,Massachusetts,1685937
3/20/22,Massachusetts,1685937
3/21/22,Massachusetts,1687720
3/22/22,Massachusetts,1688534
3/23/22,Massachusetts,1689750
3/24/22,Massachusetts,1690983
3/25/22,Massachusetts,1692177
3/26/22,Massachusetts,1692177
3/27/22,Massachusetts,1692177
3/28/22,Massachusetts,1694801
3/29/22,Massachusetts,1695750
3/30/22,Massachusetts,1697165
3/31/22,Massachusetts,1698761
4/1/22,Massachusetts,1700361
4/2/22,Massachusetts,1700361
4/3/22,Massachusetts,1700361
4/4/22,Massachusetts,1703457
4/5/22,Massachusetts,1704668
4/6/22,Massachusetts,1706160
4/7/22,Massachusetts,1708136
4/8/22,Massachusetts,1709900
4/9/22,Massachusetts,1709900
4/10/22,Massachusetts,1709900
4/11/22,Massachusetts,1714167
4/12/22,Massachusetts,1716149
4/13/22,Massachusetts,1718387
4/14/22,Massachusetts,1721642
4/15/22,Massachusetts,1724369
4/16/22,Massachusetts,1724369
4/17/22,Massachusetts,1724369
4/18/22,Massachusetts,1724369
4/19/22,Massachusetts,1731170
